order_date,product_id,quantity,customer_id,product_name,unit_price,month,year,TotalRevenue,Weekday,Quarter,IsWeekend,First_Order_Date,Customer_Type,Sales_Category,Monthly_Sales_Growth
1996-07-18,37,1,CENTC,Gravad lax,20.8,7,1996,20.8,3,3,weekday,1996-07-18,New Customer,Low,0.0
1996-07-19,41,16,OTTIK,Jack's New England Clam Chowder,7.7,7,1996,123.2,4,3,weekday,1996-07-19,New Customer,Low,0.6000000000000001
1996-07-19,57,50,OTTIK,Ravioli Angelo,15.6,7,1996,780.0,4,3,weekday,1996-07-19,New Customer,High,2.3333333333333335
1996-07-19,62,15,OTTIK,Tarte au sucre,39.4,7,1996,591.0,4,3,weekday,1996-07-19,New Customer,Low,0.0
1996-07-19,70,21,OTTIK,Outback Lager,12.0,7,1996,252.0,4,3,weekday,1996-07-19,New Customer,Low,0.0
1996-07-19,21,20,QUEDE,Sir Rodney's Scones,8.0,7,1996,160.0,4,3,weekday,1996-07-19,New Customer,Low,1.0
1996-07-19,35,20,QUEDE,Steeleye Stout,14.4,7,1996,288.0,4,3,weekday,1996-07-19,New Customer,Low,0.0
1996-07-22,5,12,RATTC,Chef Anton's Gumbo Mix,17.0,7,1996,204.0,0,3,weekday,1996-07-22,New Customer,Low,-0.8153846153846154
1996-07-22,7,15,RATTC,Uncle Bob's Organic Dried Pears,24.0,7,1996,360.0,0,3,weekday,1996-07-22,New Customer,Low,0.0
1996-07-22,56,2,RATTC,Gnocchi di nonna Alice,30.4,7,1996,60.8,0,3,weekday,1996-07-22,New Customer,Low,0.0
1996-07-23,16,60,ERNSH,Pavlova,13.9,7,1996,834.0,1,3,weekday,1996-07-17,Returning Customer,High,0.7142857142857142
1996-07-23,24,28,ERNSH,Guaraná Fantástica,3.6,7,1996,100.8,1,3,weekday,1996-07-17,Returning Customer,High,0.8666666666666667
1996-07-23,30,60,ERNSH,Nord-Ost Matjeshering,20.7,7,1996,1242.0,1,3,weekday,1996-07-17,Returning Customer,High,0.0
1996-07-23,74,36,ERNSH,Longlife Tofu,8.0,7,1996,288.0,1,3,weekday,1996-07-17,Returning Customer,High,0.7142857142857142
1996-07-24,2,35,FOLKO,Chang,15.2,7,1996,532.0,2,3,weekday,1996-07-24,New Customer,High,-0.30000000000000004
1996-07-24,41,25,FOLKO,Jack's New England Clam Chowder,7.7,7,1996,192.5,2,3,weekday,1996-07-24,New Customer,High,0.5625
1996-07-25,17,30,BLONP,Alice Mutton,31.2,7,1996,936.0,3,3,weekday,1996-07-25,New Customer,High,0.0
1996-07-25,70,20,BLONP,Outback Lager,12.0,7,1996,240.0,3,3,weekday,1996-07-25,New Customer,Low,-0.04761904761904767
1996-07-26,12,12,WARTH,Queso Manchego La Pastora,30.4,7,1996,364.79999999999995,4,3,weekday,1996-07-26,New Customer,Low,0.0
1996-07-29,40,50,FRANK,Boston Crab Meat,14.7,7,1996,735.0,0,3,weekday,1996-07-29,New Customer,High,0.0
1996-07-29,59,70,FRANK,Raclette Courdavault,44.0,7,1996,3080.0,0,3,weekday,1996-07-29,New Customer,High,1.3333333333333335
1996-07-29,76,15,FRANK,Lakkalikööri,14.4,7,1996,216.0,0,3,weekday,1996-07-29,New Customer,Low,0.0
1996-07-30,29,10,GROSR,Thüringer Rostbratwurst,99.0,7,1996,990.0,1,3,weekday,1996-07-30,New Customer,Low,0.0
1996-07-30,72,4,GROSR,Mozzarella di Giovanni,27.8,7,1996,111.2,1,3,weekday,1996-07-30,New Customer,Low,-0.36091954022988504
1996-07-31,33,60,WHITC,Geitost,2.0,7,1996,120.0,2,3,weekday,1996-07-31,New Customer,High,1.4
1996-07-31,72,20,WHITC,Mozzarella di Giovanni,27.8,7,1996,556.0,2,3,weekday,1996-07-31,New Customer,Low,4.0
1996-08-01,36,30,WARTH,Inlagd Sill,15.2,8,1996,456.0,3,3,weekday,1996-07-26,Returning Customer,High,0.0
1996-08-01,43,25,WARTH,Ipoh Coffee,36.8,8,1996,919.9999999999999,3,3,weekday,1996-07-26,Returning Customer,High,0.0
1996-08-01,33,24,SPLIR,Geitost,2.0,8,1996,48.0,3,3,weekday,1996-08-01,New Customer,High,0.0
1996-08-02,20,6,RATTC,Sir Rodney's Marmalade,64.8,8,1996,388.79999999999995,4,3,weekday,1996-07-22,Returning Customer,Low,0.0
1996-08-02,31,40,RATTC,Gorgonzola Telino,10.0,8,1996,400.0,4,3,weekday,1996-07-22,Returning Customer,High,0.0
1996-08-02,72,24,RATTC,Mozzarella di Giovanni,27.8,8,1996,667.2,4,3,weekday,1996-07-22,Returning Customer,High,0.0
1996-08-05,10,24,QUICK,Ikura,24.8,8,1996,595.2,0,3,weekday,1996-08-05,New Customer,High,0.0
1996-08-05,31,15,QUICK,Gorgonzola Telino,10.0,8,1996,150.0,0,3,weekday,1996-08-05,New Customer,Low,-0.625
1996-08-05,33,20,QUICK,Geitost,2.0,8,1996,40.0,0,3,weekday,1996-08-05,New Customer,Low,-0.16666666666666663
1996-08-05,40,60,QUICK,Boston Crab Meat,14.7,8,1996,882.0,0,3,weekday,1996-08-05,New Customer,High,0.0
1996-08-05,76,33,QUICK,Lakkalikööri,14.4,8,1996,475.2,0,3,weekday,1996-08-05,New Customer,High,0.0
1996-08-06,71,20,VINET,Flotemysost,17.2,8,1996,344.0,1,3,weekday,1996-07-04,Returning Customer,Low,0.0
1996-08-06,72,7,VINET,Mozzarella di Giovanni,27.8,8,1996,194.6,1,3,weekday,1996-07-04,Returning Customer,Low,-0.7083333333333334
1996-08-07,24,12,MAGAA,Guaraná Fantástica,3.6,8,1996,43.2,2,3,weekday,1996-08-07,New Customer,Low,0.0
1996-08-07,59,6,MAGAA,Raclette Courdavault,44.0,8,1996,264.0,2,3,weekday,1996-08-07,New Customer,Low,0.0
1996-08-08,10,15,TORTU,Ikura,24.8,8,1996,372.0,3,3,weekday,1996-08-08,New Customer,Low,-0.375
1996-08-08,13,10,TORTU,Konbu,4.8,8,1996,48.0,3,3,weekday,1996-08-08,New Customer,Low,0.0
1996-08-09,28,20,MORGK,Rössle Sauerkraut,36.4,8,1996,728.0,4,3,weekday,1996-08-09,New Customer,Low,0.0
1996-08-09,62,12,MORGK,Tarte au sucre,39.4,8,1996,472.79999999999995,4,3,weekday,1996-08-09,New Customer,Low,0.0
1996-08-12,44,16,BERGS,Gula Malacca,15.5,8,1996,248.0,0,3,weekday,1996-08-12,New Customer,Low,0.0
1996-08-12,59,15,BERGS,Raclette Courdavault,44.0,8,1996,660.0,0,3,weekday,1996-08-12,New Customer,Low,1.5
1996-08-12,63,8,BERGS,Vegie-spread,35.1,8,1996,280.8,0,3,weekday,1996-08-12,New Customer,Low,0.0
1996-08-12,73,25,BERGS,Röd Kaviar,12.0,8,1996,300.0,0,3,weekday,1996-08-12,New Customer,High,0.0
1996-08-13,17,15,LEHMS,Alice Mutton,31.2,8,1996,468.0,1,3,weekday,1996-08-13,New Customer,Low,0.0
1996-08-14,24,12,BERGS,Guaraná Fantástica,3.6,8,1996,43.2,2,3,weekday,1996-08-12,Returning Customer,Low,0.0
1996-08-14,55,20,BERGS,Pâté chinois,19.2,8,1996,384.0,2,3,weekday,1996-08-12,Returning Customer,Low,0.0
1996-08-14,75,30,BERGS,Rhönbräu Klosterbier,6.2,8,1996,186.0,2,3,weekday,1996-08-12,Returning Customer,High,0.0
1996-08-14,19,1,ROMEY,Teatime Chocolate Biscuits,7.3,8,1996,7.3,2,3,weekday,1996-08-14,New Customer,Low,0.0
1996-08-14,24,6,ROMEY,Guaraná Fantástica,3.6,8,1996,21.6,2,3,weekday,1996-08-14,New Customer,Low,-0.5
1996-08-14,35,4,ROMEY,Steeleye Stout,14.4,8,1996,57.6,2,3,weekday,1996-08-14,New Customer,Low,0.0
1996-08-15,30,6,ROMEY,Nord-Ost Matjeshering,20.7,8,1996,124.19999999999999,3,3,weekday,1996-08-14,Returning Customer,Low,0.0
1996-08-15,57,2,ROMEY,Ravioli Angelo,15.6,8,1996,31.2,3,3,weekday,1996-08-14,Returning Customer,Low,0.0
1996-08-16,15,20,LILAS,Genen Shouyu,12.4,8,1996,248.0,4,3,weekday,1996-08-16,New Customer,Low,0.0
1996-08-16,19,18,LILAS,Teatime Chocolate Biscuits,7.3,8,1996,131.4,4,3,weekday,1996-08-16,New Customer,Low,17.0
1996-08-16,60,35,LILAS,Camembert Pierrot,27.2,8,1996,952.0,4,3,weekday,1996-08-16,New Customer,High,0.0
1996-08-16,72,3,LILAS,Mozzarella di Giovanni,27.8,8,1996,83.4,4,3,weekday,1996-08-16,New Customer,Low,-0.5714285714285714
1996-08-19,27,15,LEHMS,Schoggi Schokolade,35.1,8,1996,526.5,0,3,weekday,1996-08-13,Returning Customer,Low,0.0
1996-08-19,44,21,LEHMS,Gula Malacca,15.5,8,1996,325.5,0,3,weekday,1996-08-13,Returning Customer,Low,0.3125
1996-08-19,60,20,LEHMS,Camembert Pierrot,27.2,8,1996,544.0,0,3,weekday,1996-08-13,Returning Customer,Low,-0.4285714285714286
1996-08-19,67,5,LEHMS,Laughing Lumberjack Lager,11.2,8,1996,56.0,0,3,weekday,1996-08-13,Returning Customer,Low,0.0
1996-08-20,1,45,QUICK,Chai,14.4,8,1996,648.0,1,3,weekday,1996-08-05,Returning Customer,High,0.0
1996-08-20,40,40,QUICK,Boston Crab Meat,14.7,8,1996,588.0,1,3,weekday,1996-08-05,Returning Customer,High,-0.33333333333333337
1996-08-20,53,36,QUICK,Perth Pasties,26.2,8,1996,943.1999999999999,1,3,weekday,1996-08-05,Returning Customer,High,0.0
1996-08-21,35,100,QUICK,Steeleye Stout,14.4,8,1996,1440.0,2,3,weekday,1996-08-05,Returning Customer,High,24.0
1996-08-21,62,40,QUICK,Tarte au sucre,39.4,8,1996,1576.0,2,3,weekday,1996-08-05,Returning Customer,High,2.3333333333333335
1996-08-22,16,40,RICAR,Pavlova,13.9,8,1996,556.0,3,3,weekday,1996-08-22,New Customer,High,0.0
1996-08-22,34,20,RICAR,Sasquatch Ale,11.2,8,1996,224.0,3,3,weekday,1996-08-22,New Customer,Low,0.0
1996-08-22,46,15,RICAR,Spegesild,9.6,8,1996,144.0,3,3,weekday,1996-08-22,New Customer,Low,0.0
1996-08-23,54,10,REGGC,Tourtière,5.9,8,1996,59.0,4,3,weekday,1996-08-23,New Customer,Low,0.0
1996-08-23,68,3,REGGC,Scottish Longbreads,10.0,8,1996,30.0,4,3,weekday,1996-08-23,New Customer,Low,0.0
1996-08-26,3,30,BSBEV,Aniseed Syrup,8.0,8,1996,240.0,0,3,weekday,1996-08-26,New Customer,High,0.0
1996-08-26,64,9,BSBEV,Wimmers gute Semmelknödel,26.6,8,1996,239.4,0,3,weekday,1996-08-26,New Customer,Low,0.0
1996-08-27,5,20,COMMI,Chef Anton's Gumbo Mix,17.0,8,1996,340.0,1,3,weekday,1996-08-27,New Customer,Low,0.0
1996-08-27,29,15,COMMI,Thüringer Rostbratwurst,99.0,8,1996,1485.0,1,3,weekday,1996-08-27,New Customer,Low,0.0
1996-08-27,49,15,COMMI,Maxilaku,16.0,8,1996,240.0,1,3,weekday,1996-08-27,New Customer,Low,0.0
1996-08-27,77,10,COMMI,Original Frankfurter grüne Soße,10.4,8,1996,104.0,1,3,weekday,1996-08-27,New Customer,Low,0.0
1996-08-27,13,20,QUEDE,Konbu,4.8,8,1996,96.0,1,3,weekday,1996-07-19,Returning Customer,Low,1.0
1996-08-27,44,24,QUEDE,Gula Malacca,15.5,8,1996,372.0,1,3,weekday,1996-07-19,Returning Customer,High,0.1428571428571428
1996-08-27,51,2,QUEDE,Manjimup Dried Apples,42.4,8,1996,84.8,1,3,weekday,1996-07-19,Returning Customer,Low,0.0
1996-08-28,20,20,TRADH,Sir Rodney's Marmalade,64.8,8,1996,1296.0,2,3,weekday,1996-08-28,New Customer,Low,2.333333333333334
1996-08-29,18,12,TORTU,Carnarvon Tigers,50.0,8,1996,600.0,3,3,weekday,1996-08-08,Returning Customer,Low,0.0
1996-08-29,24,10,TORTU,Guaraná Fantástica,3.6,8,1996,36.0,3,3,weekday,1996-08-08,Returning Customer,Low,0.6666666666666665
1996-08-29,63,5,TORTU,Vegie-spread,35.1,8,1996,175.5,3,3,weekday,1996-08-08,Returning Customer,Low,-0.375
1996-08-29,75,6,TORTU,Rhönbräu Klosterbier,6.2,8,1996,37.2,3,3,weekday,1996-08-08,Returning Customer,Low,-0.8
1996-08-30,1,18,RATTC,Chai,14.4,8,1996,259.2,4,3,weekday,1996-07-22,Returning Customer,Low,-0.6000000000000001
1996-08-30,17,15,RATTC,Alice Mutton,31.2,8,1996,468.0,4,3,weekday,1996-07-22,Returning Customer,Low,0.0
1996-08-30,43,15,RATTC,Ipoh Coffee,36.8,8,1996,552.0,4,3,weekday,1996-07-22,Returning Customer,Low,-0.3999999999999999
1996-08-30,60,21,RATTC,Camembert Pierrot,27.2,8,1996,571.1999999999999,4,3,weekday,1996-07-22,Returning Customer,Low,0.04999999999999982
1996-08-30,75,6,RATTC,Rhönbräu Klosterbier,6.2,8,1996,37.2,4,3,weekday,1996-07-22,Returning Customer,Low,0.0
1996-09-02,56,4,VINET,Gnocchi di nonna Alice,30.4,9,1996,121.6,0,3,weekday,1996-07-04,Returning Customer,Low,0.0
1996-09-03,11,12,LILAS,Queso Cabrales,16.8,9,1996,201.60000000000002,1,3,weekday,1996-08-16,Returning Customer,Low,0.0
1996-09-03,16,30,LILAS,Pavlova,13.9,9,1996,417.0,1,3,weekday,1996-08-16,Returning Customer,High,0.0
1996-09-03,69,15,LILAS,Gudbrandsdalsost,28.8,9,1996,432.0,1,3,weekday,1996-08-16,Returning Customer,Low,0.0
1996-09-04,39,60,BLONP,Chartreuse verte,14.4,9,1996,864.0,2,3,weekday,1996-07-25,Returning Customer,High,0.0
1996-09-04,72,20,BLONP,Mozzarella di Giovanni,27.8,9,1996,556.0,2,3,weekday,1996-07-25,Returning Customer,Low,0.0
1996-09-05,2,40,HUNGO,Chang,15.2,9,1996,608.0,3,3,weekday,1996-09-05,New Customer,High,0.0
1996-09-05,36,40,HUNGO,Inlagd Sill,15.2,9,1996,608.0,3,3,weekday,1996-09-05,New Customer,High,0.0
1996-09-05,59,30,HUNGO,Raclette Courdavault,44.0,9,1996,1320.0,3,3,weekday,1996-09-05,New Customer,High,0.0
1996-09-05,62,15,HUNGO,Tarte au sucre,39.4,9,1996,591.0,3,3,weekday,1996-09-05,New Customer,Low,0.0
1996-09-06,19,15,RICAR,Teatime Chocolate Biscuits,7.3,9,1996,109.5,4,3,weekday,1996-08-22,Returning Customer,Low,0.0
1996-09-06,70,20,RICAR,Outback Lager,12.0,9,1996,240.0,4,3,weekday,1996-08-22,Returning Customer,Low,0.0
1996-09-09,66,30,MAGAA,Louisiana Hot Spiced Okra,13.6,9,1996,408.0,0,3,weekday,1996-08-07,Returning Customer,High,0.0
1996-09-09,68,20,MAGAA,Scottish Longbreads,10.0,9,1996,200.0,0,3,weekday,1996-08-07,Returning Customer,Low,0.0
1996-09-09,40,10,WANDK,Boston Crab Meat,14.7,9,1996,147.0,0,3,weekday,1996-09-09,New Customer,Low,0.0
1996-09-09,56,20,WANDK,Gnocchi di nonna Alice,30.4,9,1996,608.0,0,3,weekday,1996-09-09,New Customer,Low,4.0
1996-09-10,17,40,SUPRD,Alice Mutton,31.2,9,1996,1248.0,1,3,weekday,1996-07-09,Returning Customer,High,0.0
1996-09-10,28,28,SUPRD,Rössle Sauerkraut,36.4,9,1996,1019.1999999999999,1,3,weekday,1996-07-09,Returning Customer,High,0.0
1996-09-10,43,12,SUPRD,Ipoh Coffee,36.8,9,1996,441.59999999999997,1,3,weekday,1996-07-09,Returning Customer,Low,0.0
1996-09-11,40,40,GODOS,Boston Crab Meat,14.7,9,1996,588.0,2,3,weekday,1996-09-11,New Customer,High,3.0
1996-09-11,65,30,GODOS,Louisiana Fiery Hot Pepper Sauce,16.8,9,1996,504.0,2,3,weekday,1996-09-11,New Customer,High,0.0
1996-09-11,68,15,GODOS,Scottish Longbreads,10.0,9,1996,150.0,2,3,weekday,1996-09-11,New Customer,Low,-0.25
1996-09-12,49,30,TORTU,Maxilaku,16.0,9,1996,480.0,3,3,weekday,1996-08-08,Returning Customer,High,0.0
1996-09-12,59,10,TORTU,Raclette Courdavault,44.0,9,1996,440.0,3,3,weekday,1996-08-08,Returning Customer,Low,-0.6666666666666667
1996-09-12,71,2,TORTU,Flotemysost,17.2,9,1996,34.4,3,3,weekday,1996-08-08,Returning Customer,Low,0.0
1996-09-13,18,25,OLDWO,Carnarvon Tigers,50.0,9,1996,1250.0,4,3,weekday,1996-09-13,New Customer,High,0.0
1996-09-13,29,25,OLDWO,Thüringer Rostbratwurst,99.0,9,1996,2475.0,4,3,weekday,1996-09-13,New Customer,High,0.0
1996-09-13,39,30,OLDWO,Chartreuse verte,14.4,9,1996,432.0,4,3,weekday,1996-09-13,New Customer,High,-0.5
1996-09-16,30,10,ROMEY,Nord-Ost Matjeshering,20.7,9,1996,207.0,0,3,weekday,1996-08-14,Returning Customer,Low,0.0
1996-09-16,53,10,ROMEY,Perth Pasties,26.2,9,1996,262.0,0,3,weekday,1996-08-14,Returning Customer,Low,0.0
1996-09-16,54,5,ROMEY,Tourtière,5.9,9,1996,29.5,0,3,weekday,1996-08-14,Returning Customer,Low,0.0
1996-09-17,62,10,LONEP,Tarte au sucre,39.4,9,1996,394.0,1,3,weekday,1996-09-17,New Customer,Low,-0.33333333333333337
1996-09-17,68,3,LONEP,Scottish Longbreads,10.0,9,1996,30.0,1,3,weekday,1996-09-17,New Customer,Low,-0.8
1996-09-18,69,1,ANATR,Gudbrandsdalsost,28.8,9,1996,28.8,2,3,weekday,1996-09-18,New Customer,Low,-0.9333333333333333
1996-09-18,70,5,ANATR,Outback Lager,12.0,9,1996,60.0,2,3,weekday,1996-09-18,New Customer,Low,-0.75
1996-09-19,4,20,HUNGO,Chef Anton's Cajun Seasoning,17.6,9,1996,352.0,3,3,weekday,1996-09-05,Returning Customer,Low,0.0
1996-09-19,6,30,HUNGO,Grandma's Boysenberry Spread,20.0,9,1996,600.0,3,3,weekday,1996-09-05,Returning Customer,High,0.0
1996-09-19,42,2,HUNGO,Singaporean Hokkien Fried Mee,11.2,9,1996,22.4,3,3,weekday,1996-09-05,Returning Customer,Low,0.0
1996-09-19,43,20,HUNGO,Ipoh Coffee,36.8,9,1996,736.0,3,3,weekday,1996-09-05,Returning Customer,Low,0.6666666666666667
1996-09-19,71,3,HUNGO,Flotemysost,17.2,9,1996,51.599999999999994,3,3,weekday,1996-09-05,Returning Customer,Low,0.5
1996-09-20,16,10,THEBI,Pavlova,13.9,9,1996,139.0,4,3,weekday,1996-09-20,New Customer,Low,-0.6666666666666667
1996-09-20,62,5,THEBI,Tarte au sucre,39.4,9,1996,197.0,4,3,weekday,1996-09-20,New Customer,Low,-0.5
1996-09-20,42,6,DUMON,Singaporean Hokkien Fried Mee,11.2,9,1996,67.19999999999999,4,3,weekday,1996-09-20,New Customer,Low,1.9999999999999996
1996-09-20,69,7,DUMON,Gudbrandsdalsost,28.8,9,1996,201.6,4,3,weekday,1996-09-20,New Customer,Low,6.0
1996-09-23,28,4,WANDK,Rössle Sauerkraut,36.4,9,1996,145.6,0,3,weekday,1996-09-09,Returning Customer,Low,-0.8571428571428572
1996-09-23,43,24,WANDK,Ipoh Coffee,36.8,9,1996,883.1999999999999,0,3,weekday,1996-09-09,Returning Customer,High,0.19999999999999996
1996-09-23,53,20,WANDK,Perth Pasties,26.2,9,1996,524.0,0,3,weekday,1996-09-09,Returning Customer,Low,1.0
1996-09-23,75,10,WANDK,Rhönbräu Klosterbier,6.2,9,1996,62.0,0,3,weekday,1996-09-09,Returning Customer,Low,0.0
1996-09-24,36,12,QUICK,Inlagd Sill,15.2,9,1996,182.39999999999998,1,3,weekday,1996-08-05,Returning Customer,Low,-0.7
1996-09-25,32,40,RATTC,Mascarpone Fabioli,25.6,9,1996,1024.0,2,3,weekday,1996-07-22,Returning Customer,High,0.0
1996-09-25,58,30,RATTC,Escargots de Bourgogne,10.6,9,1996,318.0,2,3,weekday,1996-07-22,Returning Customer,High,0.0
1996-09-25,62,25,RATTC,Tarte au sucre,39.4,9,1996,985.0,2,3,weekday,1996-07-22,Returning Customer,High,4.0
1996-09-26,34,14,ISLAT,Sasquatch Ale,11.2,9,1996,156.79999999999998,3,3,weekday,1996-09-26,New Customer,Low,0.0
1996-09-26,70,30,ISLAT,Outback Lager,12.0,9,1996,360.0,3,3,weekday,1996-09-26,New Customer,High,5.0
1996-09-27,41,10,RATTC,Jack's New England Clam Chowder,7.7,9,1996,77.0,4,3,weekday,1996-07-22,Returning Customer,Low,0.0
1996-09-27,62,70,RATTC,Tarte au sucre,39.4,9,1996,2758.0,4,3,weekday,1996-07-22,Returning Customer,High,1.7999999999999998
1996-09-30,1,20,LONEP,Chai,14.4,9,1996,288.0,0,3,weekday,1996-09-17,Returning Customer,Low,0.0
1996-10-01,41,20,ISLAT,Jack's New England Clam Chowder,7.7,10,1996,154.0,1,4,weekday,1996-09-26,Returning Customer,Low,0.0
1996-10-01,76,6,ISLAT,Lakkalikööri,14.4,10,1996,86.4,1,4,weekday,1996-09-26,Returning Customer,Low,0.0
1996-10-02,17,8,TORTU,Alice Mutton,31.2,10,1996,249.6,2,4,weekday,1996-08-08,Returning Customer,Low,0.0
1996-10-02,28,14,TORTU,Rössle Sauerkraut,36.4,10,1996,509.59999999999997,2,4,weekday,1996-08-08,Returning Customer,Low,0.0
1996-10-02,76,30,TORTU,Lakkalikööri,14.4,10,1996,432.0,2,4,weekday,1996-08-08,Returning Customer,High,4.0
1996-10-03,71,30,WARTH,Flotemysost,17.2,10,1996,516.0,3,4,weekday,1996-07-26,Returning Customer,High,0.0
1996-10-03,35,10,ISLAT,Steeleye Stout,14.4,10,1996,144.0,3,4,weekday,1996-09-26,Returning Customer,Low,0.0
1996-10-04,52,20,PERIC,Filo Mix,5.6,10,1996,112.0,4,4,weekday,1996-10-04,New Customer,Low,0.0
1996-10-07,15,5,KOENE,Genen Shouyu,12.4,10,1996,62.0,0,4,weekday,1996-10-07,New Customer,Low,0.0
1996-10-07,25,4,KOENE,NuNuCa Nuß-Nougat-Creme,11.2,10,1996,44.8,0,4,weekday,1996-10-07,New Customer,Low,0.0
1996-10-07,39,4,KOENE,Chartreuse verte,14.4,10,1996,57.6,0,4,weekday,1996-10-07,New Customer,Low,0.0
1996-10-08,16,21,SAVEA,Pavlova,13.9,10,1996,291.90000000000003,1,4,weekday,1996-10-08,New Customer,Low,0.0
1996-10-08,35,70,SAVEA,Steeleye Stout,14.4,10,1996,1008.0,1,4,weekday,1996-10-08,New Customer,High,6.0
1996-10-08,46,30,SAVEA,Spegesild,9.6,10,1996,288.0,1,4,weekday,1996-10-08,New Customer,High,0.0
1996-10-08,59,40,SAVEA,Raclette Courdavault,44.0,10,1996,1760.0,1,4,weekday,1996-10-08,New Customer,High,0.0
1996-10-08,63,80,SAVEA,Vegie-spread,35.1,10,1996,2808.0,1,4,weekday,1996-10-08,New Customer,High,0.0
